monarchrunid,ctmmlabel,ctmmsuccess,map,year,monarchid,runid,releasesiteid_arcmap,releasesiteid_repid,releasesiteid,monarchcatchsite,monarchcatchdate,monarchmass,trialdate,dayscaptive,trialsite,samecatchtrial,attachment,transmitterid,transantenna,experiment,temp,tempc,cloud,windspeed,windkph,winddirection,starttime,endtime,timeobs,secobserved,numpoints,firstlandon,15mindud,dudtime,finaldud,Responsiveness,Release,releaselandclass,releaseN,releaseE,lastN,lastE,lastlandcover,euclidiandistance,euclidianbearing,total.distance,stepover50,stepclass50,numstepsover50,stepover100,avgstep,turnstdev,step01,step02,step03,step04,step05,step06,step07,step08,step09,step10,step11,step12,step13,step14,step15,step16,step17,step18,step19,step20,step21,step22,step23,step24,step25,step26,step27,step28,step29,step30,step31,step32,step33,step34,step35,turn01,turn02,turn03,turn04,turn05,turn06,turn07,turn08,turn09,turn10,turn11,turn12,turn13,turn14,turn15,turn16,turn17,turn18,turn19,turn20,turn21,turn22,turn23,turn24,turn25,turn26,turn27,turn28,turn29,turn30,turn31,turn32,turn33,turn34,bearing01,bearing02,bearing03,bearing04,bearing05,bearing06,bearing07,bearing08,bearing09,bearing10,bearing11,bearing12,bearing13,bearing14,bearing15,bearing16,bearing17,bearing18,bearing19,bearing20,bearing21,bearing22,bearing23,bearing24,bearing25,bearing26,bearing27,bearing28,bearing29,bearing30,bearing31,bearing32,bearing33,bearing34,bearing35,windbearing,remaincross,freqcross,timebefore50mstep,timebeforecross,totalpts,croppts,edge5mpts,poorpts,richpts,totaltime,croptime,edge5mtime,poortime,richtime,firstbigsteplength,durationtofirstbigstep,stepspriortofirstbig,bigcrossfrom,bigcrossto,biginitiatefromrelease
19194a,dx,no,yes,2019,19194,a,3,4,8,GM,8/6/2019,NA,8/8/2019,2,GM,y,none,NA,,habitatutilization,83.3,28.5,clear,5.1,8.2059,SE,13:31:00,13:33:10,0:02:10,130,4,wild bergamot,fly,NA,fly,Responsive,corn,crop,4751783.427,525545.331,525579.576,4751708.012,grass,82.8259757,155.5778004,92.1378705,under50,< 50 m,0,under100,30.7126235,12.33201495,48.70569909,15.06313248,28.36903893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.88295252,38.32305531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.535841,155.4187935,193.7418488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,cross,2,,60,4,1,0,0,3,72,60,0,0,12,,,,,,
19163a,ct,no,yes,2019,19163,a,3,4,8,GM,8/1/2019,0.2975,8/2/2019,1,GM,y,transmitter,90,bent,habitatutilization,88,31.11111111,clear,1.5,2.4135,NW,11:52:00,12:22:00,0:30:00,1800,2,bare ground,fly,NA,fly,Responsive,corn,crop,4751779.401,525545.6905,525545.389,4751778.549,na,0.90377334,199.4875088,0.90377334,under50,< 50 m,0,under100,0.90377334,NA,0.90377334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.4875088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,remain,0,,,2,2,0,0,0,1813,1813,0,0,0,,,,,,
19171a,cz,yes,yes,2019,19171,a,1,7,9,GM,8/2/2019,0.2479,8/4/2019,2,GM,y,transmitter,14,straight,habitatutilization,76.5,24.72222222,clear,0.2,0.3218,NW,9:45:00,10:32:25,0:47:25,2845,10,bare ground,fly,NA,fly,Responsive,corn,crop,4751771.747,525675.87,525643.6805,4751774.685,roadside,32.32330049,275.2150509,54.84488101,under50,< 50 m,0,under100,6.855610126,127.2173803,0.591573529,2.103417479,7.355873868,1.497072039,2.783632799,1.532660289,34.91850765,4.062143356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.98096345,-163.5309758,59.34560302,-89.76075357,160.2849829,138.1905006,-107.4474947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.1135907,165.1326273,1.601651528,60.94725455,331.186501,131.4714838,269.6619844,162.2144897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,remain,0,,,9,9,0,0,0,2056,2056,0,0,0,,,,,,
20012a,eg,yes,yes,2020,20012,a,,13,11,barb,6/22/2020,NA,6/25/2020,3,east,n,transmitter,164.859,straight,roadside,80,26.66666667,clear,2,3.218,E,8:09:00,8:40:00,0:31:00,1860,4,corn,fly,NA,fly,Responsive,east,poor,4646453.392,447052.724,4646498.243,447140,crop,98.12600255,62.80143927,104.8863179,over50,> 50 m,1,under100,34.96210598,121.0146916,26.79845087,5.793826801,72.29404026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.27291092,-71.86770713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.38673575,138.6596467,66.79193954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,cross,1,1656,1560,4,3,0,1,0,1854,294,0,1560,0,72.29404026,1656,2,crop,crop,no
20016a,ei,yes,yes,2020,20016,a,,13,11,jesse,6/22/2020,0.1955,6/25/2020,3,east,n,transmitter,164.604,straight,roadside,84,28.88888889,clear,4,6.436,N,11:04:00,11:10:00,0:06:00,360,2,corn,fly,NA,fly,Responsive,east,poor,4646453.681,447052.556,4646441.938,447073.55,crop,24.0550636,119.2204799,24.0550636,under50,< 50 m,0,under100,24.0550636,NA,24.0550636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.2204799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,cross,1,,368,2,1,0,1,0,369,1,0,368,0,,,,,,
20022a,ek,yes,yes,2020,20022,a,,13,11,jesse,6/27/2020,NA,6/29/2020,2,east,n,none,NA,,roadside,78,25.55555556,clear,7.8,12.5502,N,7:25:00,7:59:00,0:34:00,2040,29,grass,fly,NA,fly,Responsive,east,poor,4646365.033,447038.635,4646181.271,447006.64,na,186.5265468,189.87682,218.6131704,under50,< 50 m,0,under100,8.096784089,37.15994951,2.271651602,3.170479458,1.526895544,7.108568983,12.92371851,7.196950604,8.718074615,2.436066502,6.169599419,2.887320211,44.67419126,7.247225193,10.9563582,7.632985852,19.95428388,1.59947804,1.022035713,1.730476235,1.827418945,2.162283283,1.739064691,1.373013111,10.85956376,6.275785607,1.79146923,9.289847631,34.06836433,NA,NA,NA,NA,NA,NA,NA,NA,158.9135054,-11.77904046,56.52475037,-14.18673526,-8.774997643,-1.713900531,8.691057837,9.694839604,-29.04944442,21.50065593,-7.686591292,4.347784493,5.763235121,-5.186605877,-7.191934475,10.81107308,6.664940729,-11.50262134,1.33056459,1.421664889,-0.243820364,3.604054545,-10.46986707,5.304032359,2.730085536,79.46459936,NA,NA,NA,NA,NA,NA,NA,NA,351.9020001,150.8155056,139.0364651,195.5612155,181.3744802,172.5994826,170.885582,179.5766399,189.2714795,160.2220351,181.722691,174.0360997,178.3838842,184.1471193,178.9605134,171.768579,182.579652,189.2445928,177.7419714,179.072536,180.4942009,180.2503805,183.8544351,173.384568,178.6886004,181.4186859,260.8832853,NA,NA,NA,NA,NA,NA,NA,NA,0,cross,1,,1859,28,1,0,27,0,1860,1,0,1859,0,,,,,,
20037a,ew,no,yes,2020,20037,a,,13,11,jesse,6/29/2020,NA,7/1/2020,2,east,n,transmitter,164.2,straight,roadside,79,26.11111111,cloudy,3.3,5.3097,WSW,12:24:00,13:04:00,0:40:00,2400,7,soy,fly,NA,fly,Responsive,east,poor,4646396.928,447037.105,4646067.423,446635.881,roadside,519.1861354,230.605467,531.3035051,over50,> 50 m,2,over100,88.55058418,81.08023178,5.297814361,5.503602456,9.013315705,15.19618906,346.4672945,149.825289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.85999389,115.1143728,-85.98080681,0.753691844,11.55742241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.1743337,196.3143398,311.4287126,225.4479058,226.2015976,237.75902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cross,2,2084,413,7,4,1,2,0,2085,1068,603,414,0,346.4672945,2024,4,crop,poor,no
20044a,fg,yes,yes,2020,20044,a,,13,11,jesse,7/8/2020,0.1765,7/10/2020,2,east,n,transmitter,164.955,straight,roadside,82,27.77777778,clear,5,8.045,SSE,9:23:00,9:42:00,0:19:00,1140,7,grass,fly,NA,fly,Responsive,east,poor,4646408.178,447038.607,4646322.484,447027.775,crop,86.37588703,187.2041659,89.30957566,over50,> 50 m,1,under100,14.88492928,31.88227091,1.682622358,8.396069378,50.68619493,14.08175348,3.802590302,10.66034521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.00703116,1.879879863,22.06916371,25.89998433,-31.96143848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.078498,179.0855292,180.965409,203.0345728,228.9345571,196.9731186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.5,cross,1,918,1018,7,2,1,4,0,1090,72,70,948,0,50.68619493,918,2,poor,poor,yes
20049a,fm,yes,yes,2020,20049,a,,13,11,ad prairie,7/13/2020,0.2681,7/14/2020,1,east,n,transmitter,164.955,straight,roadside,77,25,cloudy,5.5,8.8495,N,9:05:00,11:02:00,1:57:00,7020,9,soy,fly,NA,fly,Responsive,east,poor,4646387.289,447038.359,4646728.831,447459.013,prairie,541.8493568,50.92578595,725.4025421,over50,> 50 m,3,over100,90.67531776,63.73652177,7.279885508,4.800174164,40.57960535,17.89300905,245.3420271,276.4218604,114.7101922,18.37578834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.68430834,115.7198285,-0.056804635,52.42377251,43.77050974,48.97036502,3.681017606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.6791532,212.9948449,328.7146733,328.6578687,21.08164121,64.85215095,113.822516,117.5035336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,cross,2,1817,463,9,5,2,1,1,1821,1353,4,463,1,245.3420271,1817,4,crop,crop,no
20061a,ga,yes,yes,2020,20061,a,,13,11,barb,7/21/2020,0.1818,7/23/2020,2,east,n,transmitter,164.066,straight,roadside,70,21.11111111,clear,3.8,6.1142,NNW,8:47:00,9:42:00,0:55:00,3300,3,grass,fly,NA,fly,Responsive,east,poor,4646302.165,447037.79,4646297.684,447033.509,crop,6.197283437,223.6924028,9.365314794,under50,< 50 m,0,under100,4.682657397,NA,6.584536126,2.780778668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.2627117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.5863952,138.3236835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.5,cross,1,,958,3,1,1,1,0,3296,538,1800,958,0,,,,,,
20064a,gd,yes,yes,2020,20064,a,,13,11,barb,7/21/2020,NA,7/23/2020,2,east,n,transmitter,164.066,straight,roadside,81.5,27.5,mostly clear,3.2,5.1488,NW,11:10:00,12:12:00,1:02:00,3720,3,grass,fly,NA,fly,Responsive,east,poor,4646301.963,447037.677,4646336.633,446978.661,na,68.44630856,300.4328644,68.79546288,over50,> 50 m,1,under100,34.39773144,NA,7.005084439,61.79037844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.15275762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.6613885,298.5086309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,cross,2,401,318,3,1,1,1,0,402,1,83,318,0,61.79037844,401,1,crop,exit,no
20070a,gk,yes,yes,2020,20070,a,,13,11,ad prairie,7/23/2020,0.2219,7/24/2020,1,east,n,transmitter,165.364,straight,roadside,85,29.44444444,clear,3.8,6.1142,NNW,11:00:00,11:48:00,0:48:00,2880,4,grass,fly,NA,fly,Responsive,east,poor,4646306.586,447036.777,4646290.766,447028.247,crop,17.97312716,208.3331421,20.80361703,under50,< 50 m,0,under100,6.934539011,141.3493104,1.097091609,8.338935484,11.36758994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-166.1633186,33.73479313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.0369272,186.8736085,220.6084017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.5,cross,1,,491,4,1,3,0,0,2799,2308,491,0,0,,,,,,
20077a,gu,yes,yes,2020,20077,a,,13,11,ad prairie,7/25/2020,0.2132,7/27/2020,2,east,n,transmitter,165.364,straight,roadside,84,28.88888889,clear,1.3,2.0917,S,10:53:00,11:10:00,0:17:00,1020,6,soy,fly,NA,fly,Responsive,east,poor,4646355.981,447038.034,4646019.415,446987.552,crop,340.3308753,188.5302828,342.7206022,over50,> 50 m,1,over100,68.54412043,60.24194985,28.29143802,17.73137902,2.186902833,6.330878691,288.1800036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.96595503,-71.91089783,71.07421653,-20.41125148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.2048021,208.1707572,136.2598593,207.3340759,186.9228244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,cross,1,328,112,6,4,1,1,0,329,139,78,112,0,288.1800036,328,4,crop,crop,no
20078a,gv,yes,yes,2020,20078,a,,13,11,ad prairie,7/25/2020,0.215,7/27/2020,2,east,n,transmitter,165.364,straight,roadside,86,30,clear,3,4.827,S,11:37:00,12:00:00,0:23:00,1380,3,grass,fly,NA,fly,Responsive,east,poor,4646355.536,447038.091,4646074.205,447075.476,pasture,283.8041046,172.430531,283.9120342,over50,> 50 m,2,over100,141.9560171,NA,60.98888572,222.9231485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.847133254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.4095458,173.2566791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,cross,2,827,827,3,1,0,2,0,752,1,0,751,0,60.98888572,827,0,poor,crop,yes
20087a,hg,yes,yes,2020,20087,a,,13,11,ad prairie,7/29/2020,0.1989,7/30/2020,1,east,n,transmitter,165.558,straight,roadside,87,30.55555556,mostly clear,7.3,11.7457,SW,11:21:00,11:34:00,0:13:00,780,4,soy,fly,NA,fly,Responsive,east,poor,4646408.187,447038.306,4646364.48,446983.987,crop,69.71983656,231.1786069,70.26853869,under50,< 50 m,0,under100,23.42284623,48.78113596,34.41258912,3.060638169,32.7953114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.68571538,-36.30122868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.5198686,264.205584,227.9043553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,cross,1,,87,4,3,0,1,0,724,637,0,87,0,,,,,,
20089a,hj,yes,yes,2020,20089,a,,13,11,ad prairie,7/30/2020,NA,7/31/2020,1,east,n,transmitter,165.558,straight,roadside,73,22.77777778,mostly clear,2.9,4.6661,SW,9:13:00,11:18:00,2:05:00,7500,20,grass,fly,NA,fly,Responsive,east,poor,4646408.357,447038.533,4645791.149,446466.307,creek,841.6580721,222.834221,1770.246254,over50,> 50 m,4,over100,93.17085547,64.84227064,2.874378194,1.347683197,6.826157045,3.007325889,5.12432981,7.621787847,3.292328204,3.291036311,2.630288198,2.850858818,53.7986742,9.404517425,20.77355516,12.46107925,16.99916469,435.2587623,747.4064408,398.9455271,36.33235953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.841768564,178.3004021,-53.00364475,-38.90939605,13.7150517,11.54690897,-27.93630235,60.04843615,1.228748277,-63.41114079,1.278173827,-37.9953662,-5.129949616,-0.351504133,0.213460334,-55.62278103,-110.2543345,-114.8329473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.355757,229.5139885,47.81439053,354.8107458,315.9013497,329.6164014,341.1633104,313.227008,13.27544419,14.50419247,311.0930517,312.3712255,274.3758593,269.2459097,268.8944056,269.1078659,213.4850849,103.2307503,348.397803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,cross,2,3182,1558,20,9,3,5,3,3185,1608,164,1410,3,53.7986742,2772,10,crop,crop,no
20091a,hm,yes,yes,2020,20091,a,,13,11,jesse,7/30/2020,0.217,7/31/2020,1,east,n,transmitter,165.158,straight,roadside,83,28.33333333,mostly cloudy,4.5,7.2405,W,13:39:00,13:53:00,0:14:00,840,3,vegetative weedy plant,fly,NA,fly,Responsive,east,poor,4646407.204,447039.02,4646430.956,446999.486,crop,46.12043647,300.9974191,46.17273436,under50,< 50 m,0,under100,23.08636718,NA,2.838739157,43.3339952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.36802383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.3245388,301.6925627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,cross,1,,757,3,1,0,2,0,798,41,0,757,0,,,,,,
20092a,hn,yes,yes,2020,20092,a,,13,11,jesse,7/30/2020,0.1955,7/31/2020,1,east,n,transmitter,165.158,straight,roadside,88,31.11111111,mostly cloudy,0,0,W,14:07:00,14:51:15,0:44:15,2655,7,vegetative weedy plant,fly,NA,fly,Responsive,east,poor,4646408.209,447038.445,4646417.227,447006.397,crop,33.29262122,285.716093,41.35342486,under50,< 50 m,0,under100,6.892237476,93.8196009,2.193375937,5.736227681,2.804688931,3.510734396,2.128474571,24.97992334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.9943694,54.37186249,32.59220791,-86.72002768,93.35299222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.7119718,207.7176024,262.0894649,294.6816728,207.9616451,301.3146374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,cross,2,,1409,7,3,2,2,0,2631,1209,61,1361,0,,,,,,
20094a,hp,yes,yes,2020,20094,a,,13,11,jesse,7/30/2020,0.171,8/1/2020,2,east,n,transmitter,165.157,straight,roadside,77,25,clear,0,0,W,9:37:00,10:15:00,0:38:00,2280,6,soy,fly,NA,fly,Responsive,east,poor,4646408.649,447038.622,4646412.731,447019.9,crop,19.16183728,282.299836,33.96535464,under50,< 50 m,0,under100,6.793070928,91.78012369,6.586780701,10.53767052,7.608487695,2.882457458,6.349958268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.06182116,-28.01532699,-7.902086659,175.2466633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.4895086,303.5513298,275.5360028,267.6339161,82.88057949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,cross,1,,80,6,4,1,1,0,2205,2119,6,80,0,,,,,,
20014a,eh,yes,yes,2020,20014,a,,13,11,jesse,6/22/2020,0.1801,6/25/2020,3,east,n,transmitter,164.859,straight,roadside,85,29.44444444,clear,2.5,4.0225,E,10:08:00,10:46:00,0:38:00,2280,5,grass,fly,NA,fly,Responsive,east,poor,4646453.307,447052.848,4646465.512,447054.454,roadside,12.31020962,7.496221947,13.17446943,under50,< 50 m,0,under100,3.293617359,20.8892705,1.117306135,2.670742407,5.943196531,3.443224361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.32312641,11.96077579,19.5159921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.0801562,357.4032826,9.364058402,28.8800505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,remain,0,,,5,0,1,4,0,2272,0,1802,470,0,,,,,,
20048a,fk,yes,yes,2020,20048,a,,13,11,uthe,7/12/2020,0.2316,7/14/2020,2,east,n,transmitter,164.955,straight,roadside,74,23.33333333,cloudy,4.5,7.2405,NNW,7:45:00,8:45:00,1:00:00,3600,6,grass,fly,NA,fly,Responsive,east,poor,4646386.699,447038.105,4646367.079,447039.077,roadside,19.64406231,177.1638123,21.93518427,under50,< 50 m,0,under100,5.483796067,70.1770567,7.817548593,2.130002113,9.673060167,2.314573395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.3763488,55.29123413,-67.12281734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.6032987,129.2269499,184.518184,117.3953667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.5,remain,0,,,5,0,0,5,0,3592,0,0,3592,0,,,,,,
